"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"AK086525"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"AK086550"	2	19	5	16	11	17	10	9	13	2	13	3	7	6	19	11	1	13	15	11	2	14	11	2	16
"AK086611"	14	19	1	11	12	17	10	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	13	9	16
"AK086756"	17	6	7	14	3	12	4	19	10	12	3	8	5	13	7	1	19	7	14	4	9	17	18	10	14
"AK086823"	17	6	17	15	3	12	18	19	10	12	3	8	11	13	7	1	9	15	14	10	6	17	1	4	3
"AK086839"	17	18	15	7	9	11	8	4	5	17	18	13	14	7	18	3	18	14	6	7	9	7	7	16	13
"AK086853"	2	19	5	16	12	17	10	9	13	2	13	3	7	6	4	5	1	13	15	11	16	14	11	2	16
"AK086893"	17	17	7	7	9	2	2	4	5	12	18	13	5	7	3	3	9	14	6	10	9	7	5	16	13
"AK087052"	16	16	18	15	18	19	18	3	16	9	2	15	11	4	17	9	2	9	9	1	5	10	1	4	5
"AK087146"	4	3	11	9	19	3	13	13	19	18	16	9	7	14	14	15	7	10	8	16	16	14	14	14	10
"AK087183"	17	18	15	7	9	11	8	19	10	12	17	8	14	13	7	3	18	6	14	7	13	11	7	16	13
"AK087204"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"AK087208"	7	2	6	15	8	5	3	19	2	11	1	19	16	4	17	17	14	1	10	1	3	10	1	13	17
"AK087219"	16	6	18	15	3	12	18	19	10	12	3	8	11	13	7	1	19	9	14	4	5	17	18	4	5
"AK087344"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"AK087447"	1	17	7	14	7	18	2	14	19	18	16	7	5	14	3	6	7	3	8	12	15	7	5	10	19
"AK087532"	8	6	7	14	3	12	18	19	10	12	3	7	5	15	9	6	19	3	14	12	15	4	1	10	19
"AK087588"	12	1	9	2	17	1	11	2	12	10	11	16	9	17	1	10	12	2	7	17	11	2	4	12	12
"AK087662"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"AK087765"	17	6	16	15	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	4	14
"AK088165"	12	15	10	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"AK088451"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"AK088462"	3	12	14	5	13	16	12	11	15	15	8	17	4	18	6	13	12	8	11	5	1	8	10	11	8
"AK088795"	2	9	5	16	11	4	12	8	15	13	13	11	6	12	11	11	11	18	15	15	2	8	11	2	9
"AK088900"	17	6	16	9	3	12	4	13	4	12	3	8	18	13	7	1	17	7	14	6	9	17	18	15	14
"AK089002"	18	5	19	17	14	13	1	15	11	8	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"AK089137"	17	6	16	9	3	12	4	13	10	12	3	8	18	13	7	1	19	7	14	14	9	17	18	15	14
"AK089167"	6	1	12	2	2	1	16	7	3	5	11	3	9	17	10	10	13	2	7	17	11	2	4	12	7
"AK089203"	11	14	4	12	16	9	6	18	7	6	15	1	3	1	2	14	4	15	13	19	6	19	8	18	4
"AK089251"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	16
"AK089261"	2	3	14	14	7	12	6	9	19	2	13	7	7	14	4	15	19	13	16	16	16	14	14	10	16
"AK089361"	13	9	2	3	13	7	12	9	11	2	4	17	13	2	16	7	10	13	12	19	1	8	17	17	4
"AK089422"	2	3	14	16	11	4	10	9	15	2	13	11	7	3	6	15	1	13	16	16	2	14	14	2	16
"AK089503"	11	11	4	12	16	9	6	18	15	6	15	16	3	1	2	14	4	19	13	19	19	19	8	11	4
"AK089684"	1	3	11	9	7	12	13	13	19	18	18	9	5	14	14	2	7	3	8	16	14	14	14	10	14
"AK089858"	17	6	16	15	3	12	18	19	10	12	3	8	11	13	7	1	19	9	14	4	5	17	18	4	3
"AK089906"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"AK090023"	8	14	7	15	3	12	14	19	10	12	3	8	11	13	7	1	19	15	14	12	6	17	1	10	3
"AK090188"	2	3	5	16	7	17	10	9	19	2	13	3	7	14	4	15	1	13	16	16	16	14	14	1	16
"AK090196"	3	12	14	5	3	12	4	9	15	13	3	7	18	13	6	15	19	7	16	4	16	14	14	11	14
"AK090371"	17	6	16	15	9	12	18	19	10	12	18	8	11	13	7	3	9	14	14	10	9	4	1	4	13
"AK122407"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	7	7	4	11	3	4	12	1
"AK122497"	1	17	7	18	19	2	15	13	5	18	18	9	17	9	3	2	7	14	4	14	14	7	5	14	13
"AK129146"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"AK131152"	1	1	16	18	19	2	15	13	4	10	19	9	19	9	3	2	7	10	4	9	14	13	5	14	10
"AK131952.1"	2	9	5	16	11	6	10	9	13	2	13	14	13	3	11	11	1	13	15	15	2	1	11	2	9
"AK132225"	2	9	5	16	11	4	10	9	13	2	13	3	7	3	11	11	1	13	16	16	2	14	11	2	16
"AK133309"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"AK133311"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"AK133600"	8	16	7	14	7	18	2	14	18	18	16	7	5	14	9	6	2	3	9	12	15	4	1	10	19
"AK133637"	12	6	9	8	17	12	11	2	10	15	7	12	4	13	7	8	19	8	14	5	8	17	6	8	12
"AK133644"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	1	16	15	17	2	6	15	2	18	2
"AK134382"	18	6	19	17	3	12	4	15	6	4	3	10	18	13	7	1	19	7	14	4	18	17	18	15	14
"AK134975"	5	3	17	16	7	9	6	9	7	2	15	1	3	11	4	14	4	15	13	16	16	14	14	18	4
"AK135203"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	12	5	4	1	4	5
"AK135556"	5	6	16	10	3	8	9	5	7	3	3	5	19	13	7	18	9	15	14	10	9	13	2	14	2
"AK136089"	3	3	9	14	7	18	13	9	19	18	16	7	5	14	14	15	19	3	16	16	16	14	14	10	1
"AK137182"	2	12	14	5	13	4	12	11	15	13	8	16	12	8	10	16	11	4	15	17	10	2	10	11	7
"AK137406.1"	16	2	18	15	8	19	18	19	10	11	2	19	11	4	7	9	14	1	10	1	5	10	1	4	3
"AK137700"	4	7	16	9	1	3	4	13	4	1	19	1	18	16	14	2	17	10	3	6	12	17	18	15	14
"AK137811"	3	12	10	5	13	16	11	17	9	15	8	17	4	18	1	13	12	5	11	13	19	18	10	11	8
"AK137981.1"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	10	5	4	1	4	5
"AK139365"	17	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	14	6	7	13	11	7	16	13
"AK139420"	2	12	14	16	11	4	10	9	15	13	8	11	7	12	4	15	1	13	16	16	2	14	14	11	8
"AK139458"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"AK140877"	18	7	19	17	3	12	6	15	6	4	3	10	18	19	5	1	5	7	19	4	18	17	18	15	14
"AK140938"	17	6	16	9	3	12	4	19	10	12	3	8	5	13	7	1	19	7	14	4	9	17	18	15	14
"AK141429"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"AK141470.1"	17	3	14	9	3	12	4	9	19	12	16	7	7	16	14	15	17	7	16	6	12	14	14	15	14
"AK141527"	2	9	5	16	11	4	10	9	15	13	13	11	6	12	11	11	11	13	15	15	2	8	11	2	9
"AK141586"	1	7	11	9	19	2	13	13	4	1	18	9	17	9	14	2	7	10	8	14	14	6	5	14	10
"AK141627"	13	13	2	3	12	7	5	8	13	2	4	3	13	2	16	7	10	18	15	11	7	1	17	17	18
"AK141675"	17	6	16	9	3	12	4	5	10	12	3	8	18	13	7	1	19	7	14	10	9	17	18	15	14
"AK141844"	5	14	4	12	15	8	6	5	7	3	5	5	19	11	13	18	16	15	17	2	6	13	2	18	2
"AK145002"	2	9	5	16	11	4	10	9	13	2	13	11	6	12	11	11	11	13	15	15	2	8	11	2	9
"AK145430"	2	19	5	16	12	7	5	8	13	2	13	3	13	6	16	7	10	18	15	11	7	1	17	2	18
"AK147309"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"AK147402"	10	18	6	7	9	11	8	4	2	11	17	19	14	7	18	3	14	6	6	7	13	11	7	16	3
"AK148229"	2	9	5	16	11	6	10	9	13	2	13	3	10	3	11	11	1	13	15	11	2	5	11	2	9
"AK148836"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	2	5	11	2	9
"AK151977"	10	18	7	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"AK152688"	2	3	5	16	12	17	10	9	13	2	13	3	7	6	4	15	1	13	16	16	16	14	11	2	16
"AK153784"	12	15	10	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	5	18	6	8	12
"AK154113"	17	6	7	15	3	12	18	19	10	12	3	8	11	13	7	1	19	9	14	10	5	17	1	4	3
"AK154201"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"AK155624"	13	13	2	2	2	7	5	7	11	5	4	3	13	2	10	7	10	18	12	17	1	8	17	17	7
"AK156117"	17	17	7	14	7	18	2	14	10	12	18	7	5	14	7	6	19	3	14	12	15	13	5	10	19
"AK157817"	1	17	3	13	4	1	15	6	4	10	18	6	9	9	12	2	6	2	7	16	14	7	5	14	1
"AK160168"	9	8	8	6	5	15	7	16	1	14	10	14	15	5	8	4	15	12	18	18	4	1	16	19	15
"AK160524"	1	17	9	9	19	2	15	13	4	12	18	9	17	9	3	2	7	14	8	9	14	7	5	14	10
"AK161163"	16	6	18	15	18	19	18	19	10	9	2	15	11	13	7	9	2	9	14	10	5	17	1	4	3
"AK161729"	11	4	4	12	16	9	6	7	3	6	15	16	3	8	2	16	4	4	13	17	10	19	8	3	4
"AK161835"	6	4	9	19	2	10	16	2	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"AK162653"	17	17	16	7	3	12	15	13	5	12	18	8	17	13	3	3	18	14	14	14	9	7	5	14	13
"AK163138"	8	3	14	14	7	1	14	14	19	10	16	7	7	14	4	15	19	2	16	3	16	14	14	10	1
"AK164121"	8	6	7	14	3	12	4	14	10	12	16	7	5	13	7	6	19	3	14	12	9	17	1	10	19
"AK164337"	14	19	1	11	12	17	17	12	8	2	6	16	3	6	2	5	3	16	15	11	7	5	13	7	15
"AK164904"	9	8	8	6	5	6	7	16	13	14	10	14	10	3	8	11	15	12	15	11	7	5	16	19	15
"AK166315"	11	12	14	12	16	9	12	18	15	6	15	17	3	1	2	13	4	19	13	19	6	19	8	9	4
"AK167730"	13	13	5	3	11	7	5	8	13	2	4	3	13	2	2	7	10	18	15	19	2	1	17	2	18
"AK170049.1"	1	17	11	18	19	2	15	13	4	1	19	9	17	9	3	2	7	10	8	14	14	7	5	14	10
"AK170053"	16	16	18	15	18	19	18	19	16	9	2	15	11	15	17	9	2	9	9	12	3	4	1	4	5
"AK170263"	14	19	1	11	6	15	17	12	8	16	6	2	10	6	8	4	3	16	2	11	7	5	13	7	15
"AK170670"	6	19	12	2	2	9	5	7	3	5	15	3	3	8	10	16	13	4	1	17	10	2	12	3	7
"AK170747"	1	17	11	18	19	2	15	13	4	18	18	9	17	9	14	2	7	10	8	14	14	7	5	14	10
"AK171093"	2	19	5	16	12	17	10	12	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	1	16
"AK171669"	13	12	14	5	13	4	12	11	15	13	8	11	6	12	6	13	11	11	12	15	2	8	10	11	8
"AK171738"	17	6	16	15	3	12	4	19	10	12	3	8	11	15	7	1	19	9	14	12	5	17	1	4	3
"AK171849"	16	6	18	15	3	12	18	19	10	12	3	15	11	13	7	1	19	7	14	4	5	17	18	4	5
"AK171904"	17	5	16	9	3	12	4	19	10	12	3	8	5	13	7	1	19	7	14	4	9	17	18	15	14
"AK172935"	13	13	2	3	11	7	5	8	11	8	4	14	13	2	16	7	10	18	15	13	2	1	17	17	18
"AK202246"	2	19	5	16	12	17	10	12	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	16
"AK220117"	6	4	12	2	2	10	16	7	3	5	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"AK220319"	19	3	3	14	7	18	14	6	19	18	16	7	5	14	12	15	6	3	7	12	11	3	4	10	1
"AK220477"	16	6	18	15	3	12	18	19	10	9	3	15	11	13	7	1	19	9	14	4	5	17	18	4	5
"AV079128"	12	6	9	8	4	1	11	2	10	10	7	12	9	18	7	10	6	2	7	9	8	3	6	12	3
"AV080718"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"AV152162"	17	18	7	7	9	11	8	19	10	12	18	8	14	7	7	3	18	14	14	12	9	7	1	16	13
"AV242843"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	12	5	4	1	4	5
"AW212856"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	16
"AW551795"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"AY061882"	17	16	7	15	3	12	18	19	10	12	18	8	5	15	7	6	19	9	14	12	15	4	1	4	13
"AY071903"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"AY151141"	16	6	18	15	8	19	18	19	10	12	2	8	11	13	7	17	19	1	14	1	5	10	1	4	13
"AY169783"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"AY172399"	17	6	9	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"AY236491"	6	4	12	2	2	10	16	7	3	5	14	3	12	8	10	16	13	4	1	17	10	2	12	3	7
"AY341879"	16	6	18	15	3	12	18	19	10	12	2	15	11	15	9	9	19	9	14	12	5	4	1	4	19
"AY895789"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"A_51_P114236"	10	16	7	15	9	11	8	19	2	12	2	13	14	7	18	3	14	9	6	12	13	4	1	4	13
"A_51_P172409"	12	1	9	8	17	16	11	2	9	10	7	12	4	18	1	8	12	8	7	9	8	18	6	8	12
"A_51_P188401"	19	1	3	2	4	1	14	6	12	10	11	6	9	17	4	15	6	2	7	3	16	3	4	12	1
"A_51_P191274"	12	6	9	8	17	16	11	2	17	15	7	12	4	18	1	8	9	8	14	10	8	18	6	8	12
"A_51_P226791"	2	19	5	16	12	17	10	9	13	2	13	1	7	6	19	5	1	13	15	11	16	5	11	2	16
"A_51_P277048"	17	1	9	9	3	12	4	2	10	12	7	8	5	17	12	10	19	2	14	9	8	17	18	12	1
"A_51_P305453"	6	4	9	19	2	10	16	2	3	19	14	18	9	8	12	10	6	2	1	9	8	2	12	12	12
"A_51_P326259"	12	15	9	8	17	16	11	2	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"A_51_P327496"	16	15	18	8	18	16	18	17	9	9	2	15	4	15	1	8	12	8	11	5	5	18	6	8	12
"A_51_P350172"	17	17	16	9	3	12	4	13	4	12	18	8	17	9	14	2	17	7	8	14	9	7	5	15	14
"A_51_P426986"	17	6	16	7	9	2	4	4	5	12	18	8	19	13	7	3	9	14	14	10	9	17	7	16	3
"A_51_P515046"	10	18	15	7	9	11	15	4	5	17	18	13	14	7	18	3	18	14	6	7	14	7	7	16	13
"A_52_P1021224"	2	19	5	2	12	17	10	12	13	5	6	3	10	6	19	5	1	16	15	11	7	5	17	2	7
"A_52_P1053094"	19	1	3	13	4	1	14	2	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"A_52_P1053662"	6	1	9	19	4	1	16	2	12	19	14	18	9	17	12	10	6	2	7	9	11	2	12	12	1
"A_52_P1101503"	6	4	12	2	2	10	16	7	3	5	14	16	12	8	10	16	13	4	1	17	10	2	12	3	7
"A_52_P1173798"	6	4	12	2	2	10	16	7	3	5	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"A_52_P1197466"	16	16	18	15	18	16	18	19	10	9	2	15	11	15	9	8	19	9	9	5	5	4	1	4	12
"A_52_P13337"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"A_52_P362072"	1	3	7	14	7	2	15	14	19	18	16	7	5	14	4	2	7	3	8	16	14	13	14	10	10
"A_52_P477386"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"A_52_P541760"	1	17	7	7	19	2	15	19	5	12	18	8	17	9	3	2	7	14	14	14	14	7	5	14	13
"A_52_P549754"	17	6	16	15	3	12	4	19	10	12	3	8	18	13	7	1	9	7	14	10	9	17	18	15	3
"A_52_P724603"	2	9	5	16	11	4	10	9	15	13	13	11	6	12	6	11	11	13	16	15	2	14	11	2	8
"A_52_P771912"	9	19	8	6	5	15	7	16	13	5	10	3	10	6	8	4	15	16	18	11	7	5	16	19	15
"A_52_P812870"	16	6	18	15	3	12	18	19	10	9	3	12	11	13	7	1	19	8	14	4	5	17	18	4	3
"A_52_P820445"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"A_52_P852771"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"A_52_P868798"	6	4	12	2	2	10	16	7	3	5	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"A_52_P956633"	1	6	9	10	3	2	15	2	5	3	18	5	19	13	7	3	9	14	4	10	14	13	2	14	3
"A_52_P981301"	19	1	9	13	4	1	15	2	12	10	18	6	9	17	12	10	6	2	7	9	11	7	4	12	1
"A_52_P988778"	13	4	12	12	16	10	5	7	3	6	15	16	12	8	10	16	13	4	1	19	1	19	12	3	7
"A_52_P996776"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"BB426169"	16	16	18	15	18	19	18	3	16	9	2	15	11	4	17	9	2	9	9	1	5	10	1	4	5
"BC002117"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"BC002159"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	12	5	4	1	4	5
"BC005685"	6	4	12	2	2	10	16	7	3	5	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"BC005705"	2	12	14	5	13	4	12	11	15	13	8	11	6	12	11	13	11	11	12	15	2	8	10	11	8
"BC010322"	5	3	14	9	15	8	6	9	7	2	5	1	7	11	4	1	1	7	16	16	16	15	14	18	14
"BC010340"	6	4	9	19	2	10	16	2	3	19	14	18	12	8	10	16	13	4	1	9	10	2	12	3	7
"BC019508"	16	6	18	15	3	12	18	19	10	12	3	8	11	13	7	1	9	9	14	10	5	17	1	4	3
"BC020078"	15	13	2	3	13	14	19	8	11	7	9	4	1	2	15	12	8	17	12	8	17	16	3	17	18
"BC021394"	8	3	14	14	7	18	9	14	19	18	16	7	5	14	9	15	19	3	16	12	16	14	14	10	19
"BC022180"	19	1	3	2	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"BC022737"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	2	9	9	10	5	10	1	4	5
"BC023004"	2	19	5	16	11	6	10	16	13	2	13	14	10	3	19	11	1	13	15	11	7	5	11	2	15
"BC025030"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"BC025200"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"BC025219"	6	4	12	19	2	10	16	7	3	19	14	16	12	8	10	16	13	4	1	17	10	2	12	3	7
"BC027306"	13	13	2	3	16	7	5	8	11	8	4	17	13	2	16	7	10	18	13	19	1	8	17	9	18
"BC028435"	3	11	14	5	3	12	6	18	17	6	3	1	8	13	6	14	19	7	16	4	18	14	14	10	4
"BC029185"	17	17	16	7	9	11	8	4	5	12	18	8	14	7	18	3	18	14	14	7	9	7	7	16	13
"BC030170"	1	7	9	18	19	2	15	2	4	1	18	9	17	9	3	2	7	10	8	9	14	7	5	14	10
"BC030180"	17	6	18	15	3	12	4	19	10	12	3	15	11	13	7	1	19	7	14	4	5	17	18	4	14
"BC031778"	8	17	7	14	7	18	2	14	18	12	16	7	5	14	9	6	7	3	8	12	15	4	5	10	19
"BC032216"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"BC034114"	16	16	18	15	3	12	18	19	10	9	3	15	11	13	7	9	19	9	14	4	5	17	18	4	5
"BC037194"	1	17	7	18	19	2	15	13	5	17	18	13	17	9	3	2	7	14	8	14	14	7	5	14	13
"BC038492"	8	17	7	14	9	2	2	14	18	12	18	13	19	15	9	6	9	14	14	10	14	7	5	10	19
"BC038662"	4	7	11	18	1	17	13	9	12	1	19	1	7	17	4	10	6	10	3	9	16	6	9	1	16
"BC048838"	16	6	9	15	3	12	18	19	10	12	2	8	11	13	7	9	19	9	14	12	5	4	1	4	3
"BC049128"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"BC049570"	13	13	2	3	13	7	5	8	11	8	4	3	13	2	16	7	10	18	12	19	1	8	17	17	18
"BC049928"	18	3	11	14	7	3	13	9	19	1	19	1	7	14	4	15	19	7	16	16	16	14	14	10	14
"BC050140"	2	19	1	16	12	17	10	12	13	2	13	14	10	6	19	11	1	16	15	11	7	5	11	2	15
"BC050827"	14	19	1	11	6	9	17	1	13	2	15	16	3	6	2	14	3	16	15	19	7	5	13	7	4
"BC051479"	13	13	2	3	12	7	5	8	13	5	4	3	13	2	16	7	10	18	18	11	7	1	17	17	18
"BC052554"	4	3	11	18	7	17	13	9	19	18	19	1	7	14	4	15	7	10	16	16	16	13	14	10	16
"BC055752"	17	6	16	9	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	4	9	17	18	15	14
"BC056974"	9	8	8	6	6	15	7	1	1	14	10	2	15	5	8	4	15	12	18	18	4	12	16	19	15
"BC057074.1"	16	16	18	15	18	19	18	19	16	9	2	15	11	15	7	9	2	9	9	1	5	4	1	4	5
"BC060127.1"	8	3	14	14	7	18	2	14	19	18	16	7	5	14	9	6	7	3	16	16	15	13	14	10	19
"BC061469"	8	3	14	14	7	1	10	9	19	2	13	7	19	14	4	15	1	13	16	16	16	13	14	10	16
"BC064765"	2	19	5	16	11	4	10	9	13	2	13	3	10	6	19	11	1	13	15	11	2	5	11	2	16
"BC066851"	12	4	10	19	17	10	11	7	3	19	14	18	12	8	1	16	12	4	1	17	10	2	12	3	12
"BC080768"	8	3	14	14	7	18	13	14	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	19
"BC083072"	17	6	15	7	9	11	8	19	10	12	17	8	14	7	7	3	9	6	6	7	13	11	7	16	3
"BC085283"	9	13	8	3	5	7	7	8	1	14	10	14	13	2	8	4	10	18	18	18	4	1	16	19	18
"BC100408"	2	3	14	16	7	3	13	9	19	2	16	1	7	14	6	15	1	3	16	16	16	14	14	10	16
"BC107687"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"BC125442"	15	10	13	1	10	14	19	10	14	7	9	11	1	12	15	12	8	11	5	15	2	16	3	5	9
"BC141113"	1	17	11	18	19	2	13	13	4	18	18	9	17	9	14	2	7	10	8	14	14	7	5	14	10
"BE570772"	18	3	19	16	14	13	1	9	6	4	13	10	7	19	5	15	5	5	16	3	16	14	14	10	6
"BE915090"	19	1	9	13	4	1	14	2	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"BE980346"	15	13	13	3	10	7	5	8	13	7	9	3	13	2	11	7	8	18	5	8	17	16	17	2	11
"BF228116"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"BF721801"	14	19	12	2	12	17	17	12	13	5	6	3	10	6	19	5	1	16	15	11	7	5	13	3	7
"BG067131"	19	1	3	2	2	1	14	7	12	5	11	6	9	17	10	10	6	2	7	3	11	3	4	12	1
"BG070263"	2	3	5	16	12	17	10	9	13	2	13	1	7	6	4	15	1	13	16	16	16	14	11	2	16
"BG073133"	18	19	1	2	12	13	5	12	11	5	6	3	3	6	2	5	10	16	19	11	7	9	13	7	6
"BG083266"	12	15	9	8	17	16	11	2	9	15	7	12	4	18	1	10	12	8	14	9	8	18	6	8	12
"BQ033444"	19	1	12	2	2	1	16	7	12	5	11	6	9	17	10	16	6	2	7	17	11	2	4	12	1
"BU504102"	6	4	12	19	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"BU511373"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"BX529199"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	2	5	11	2	9
"CA495516"	6	4	12	19	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"CA586632"	14	19	1	11	12	17	17	12	13	16	6	3	10	6	19	5	3	16	15	11	7	5	13	7	15
"CJ042244"	19	16	3	15	4	19	14	19	18	10	2	6	11	15	7	3	6	9	7	12	5	4	1	4	13
"CJ243128"	2	7	4	9	1	3	6	9	6	2	13	1	7	16	2	14	17	7	3	6	12	14	8	1	4
"CO044622"	2	3	14	16	1	3	10	9	19	2	13	1	7	16	6	15	1	13	16	16	16	14	14	15	16
"D83202"	15	10	13	1	10	14	19	8	14	7	9	4	1	10	15	12	8	18	5	8	17	16	3	5	11
"D89677"	1	17	15	7	19	2	15	4	5	17	18	13	19	9	3	3	18	14	6	10	14	7	5	14	13
"DV045548"	13	13	2	3	13	7	5	8	11	8	4	17	13	2	16	7	10	18	12	13	1	8	17	17	18
"ENSMUST00000000187"	11	11	4	12	16	9	6	18	6	6	15	16	3	1	2	14	4	7	13	19	19	19	8	9	4
"ENSMUST00000004574"	13	13	2	3	13	7	5	9	11	8	4	3	13	2	11	7	10	18	12	13	1	8	17	17	18
"ENSMUST00000005507"	16	6	18	15	9	19	18	19	10	12	2	8	11	13	7	3	19	9	14	12	5	4	1	4	3
"ENSMUST00000007977"	1	17	15	18	19	2	15	13	5	1	18	9	17	9	3	2	7	14	4	14	14	7	5	14	13
"ENSMUST00000009695"	14	19	8	6	12	17	17	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	13	19	15
"ENSMUST00000016274"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"ENSMUST00000019066"	14	19	1	11	12	17	17	12	8	16	6	2	10	6	8	5	3	16	2	11	7	5	13	7	15
"ENSMUST00000019268"	10	2	6	15	9	11	8	19	10	11	17	19	11	7	7	17	14	6	6	7	13	11	1	4	3
